user_id,gender,age_range,new_user,register_days,member_level,device,operative_system,source,total_pages_visited,active_days_30d,days_since_last_login,cart_total,fav_total,last_buy_days,buy_freq,total_spend,avg_order_amount,refund_cnt,churn
U10093,M,25-34,0,447,0,Mobile,Windows,Ads,27,1,95,7,2,63,6,1388.2,199.62,0,1
U10485,F,25-34,0,657,3,Mobile,iOS,Direct,87,11,6,30,3,11,36,8413.12,216.88,0,0
U10185,F,25-34,0,242,1,Mobile,iOS,Ads,63,5,37,1,3,32,5,15.15,2.56,0,1
U10033,F,45-54,0,306,2,Mobile,Windows,Ads,6,0,43,2,1,18,1,1715.26,1941.39,3,1
U10077,F,25-34,1,290,2,PC,Windows,Search,20,6,9,8,10,44,3,879.37,356.35,1,1
U10000,M,55+,0,116,0,PC,iOS,Social,40,2,43,5,0,25,5,2182.59,461.45,1,1
U10011,F,25-34,0,331,2,Tablet,Android,Direct,19,7,42,8,1,32,1,1577.31,1699.04,1,1
U10415,F,35-44,0,336,0,Tablet,Android,Direct,181,21,3,15,12,5,31,7551.0,253.27,0,0
U10022,F,45-54,0,133,1,Mobile,Windows,Search,34,1,15,13,6,49,1,327.1,321.06,1,1
U10072,F,18-24,0,444,4,Mobile,Windows,Search,56,3,38,2,3,18,13,1742.99,168.61,0,1
U10182,M,18-24,0,205,1,PC,Android,Ads,39,1,19,13,6,90,3,1071.07,413.66,1,1
U10131,F,25-34,0,123,1,PC,Android,Direct,57,3,43,5,5,55,3,895.07,256.39,3,1
U10410,M,25-34,0,567,4,Mobile,Windows,Direct,70,18,6,10,10,28,12,5993.68,495.38,0,0
U10193,F,35-44,0,259,1,PC,Android,Ads,61,1,36,2,1,51,6,1060.72,197.92,0,1
U10055,M,18-24,0,396,2,PC,macOS,Social,83,1,76,6,9,33,1,855.53,1026.79,0,1
U10148,F,55+,0,230,1,Mobile,Windows,Ads,6,0,22,5,4,51,10,2628.86,226.98,0,1
U10018,F,25-34,1,241,3,Tablet,Windows,Social,26,3,62,4,3,36,6,913.42,172.92,1,1
U10204,M,18-24,0,219,1,Mobile,Windows,Referral,75,2,33,3,2,44,1,1437.4,1301.4,0,1
U10078,M,18-24,1,389,2,Mobile,iOS,Social,3,6,43,11,9,91,4,168.01,43.84,1,1
U10494,M,25-34,0,701,2,Mobile,macOS,Direct,97,22,0,33,8,11,15,15867.34,1209.71,1,0
U10262,F,35-44,0,330,2,PC,Windows,Social,82,21,4,22,4,30,41,10188.11,232.09,1,0
U10323,F,25-34,0,299,2,PC,Windows,Direct,71,11,5,30,11,45,31,10850.22,325.35,0,0
U10483,M,45-54,0,215,1,PC,iOS,Email,78,10,9,10,16,4,20,11491.33,597.47,0,0
U10079,F,35-44,0,524,0,PC,macOS,Direct,34,2,20,1,2,49,1,649.25,705.1,0,1
U10039,F,25-34,0,40,1,Mobile,Android,Search,11,2,36,21,1,68,13,1275.7,121.06,1,1
U10451,M,25-34,0,386,1,Mobile,Windows,Ads,171,25,3,38,5,5,28,21055.29,730.38,0,1
U10046,M,35-44,0,605,2,PC,Linux,Referral,30,5,15,3,0,35,11,986.77,104.3,0,1
U10238,M,45-54,0,183,1,Tablet,iOS,Search,72,0,5,4,3,18,7,111.38,14.16,1,1
U10391,F,45-54,1,546,3,PC,Windows,Direct,141,9,2,23,2,0,24,10225.61,473.27,2,1
U10352,M,18-24,0,473,2,Mobile,iOS,Direct,225,20,5,19,4,13,12,7054.84,653.35,0,0
U10341,F,18-24,0,659,1,PC,macOS,Ads,84,15,4,6,2,22,24,7501.61,329.83,0,0
U10277,F,35-44,0,557,1,Tablet,iOS,Email,173,10,2,34,6,12,27,5352.98,194.68,0,0
U10290,F,<18,0,758,0,Mobile,Android,Search,143,16,0,13,10,23,23,5533.89,248.09,0,0
U10317,F,25-34,0,526,4,Mobile,Android,Ads,193,8,6,12,8,13,18,9069.48,588.77,0,0
U10304,M,18-24,0,683,1,Mobile,macOS,Referral,81,13,0,41,16,50,10,12109.45,1437.82,1,0
U10268,F,25-34,0,817,0,Mobile,Windows,Direct,131,14,3,8,3,8,24,6159.08,282.18,0,0
U10069,F,25-34,0,358,0,Mobile,Windows,Email,52,3,28,3,4,99,3,43.62,18.17,0,1
U10455,F,25-34,0,537,2,Mobile,Android,Ads,128,24,3,17,11,4,16,10608.4,676.55,0,0
U10465,M,45-54,0,444,1,Mobile,Android,Direct,56,16,3,20,6,13,10,3637.07,345.26,1,0
U10154,M,35-44,0,81,3,PC,Windows,Direct,132,3,33,5,2,88,1,1146.66,951.51,1,1
U10082,F,25-34,0,263,0,Mobile,macOS,Email,58,5,13,8,8,41,3,1473.92,484.23,1,1
U10477,F,25-34,0,607,4,PC,iOS,Direct,60,10,7,15,9,8,24,5131.75,208.28,2,0
U10172,F,55+,0,344,3,Mobile,Windows,Direct,48,11,26,6,1,79,1,778.16,971.9,0,1
U10321,F,18-24,0,724,1,Mobile,iOS,Direct,302,28,2,15,14,28,21,16473.83,921.33,0,0
U10090,F,25-34,0,191,0,Mobile,Windows,Direct,19,2,18,9,2,51,7,389.57,54.55,0,1
U10180,M,18-24,1,232,0,PC,Windows,Email,85,0,65,3,5,49,1,2127.69,2055.53,1,1
U10414,F,25-34,0,774,4,Mobile,macOS,Social,141,5,4,10,10,0,39,9488.06,240.55,0,0
U10312,F,35-44,1,531,1,Mobile,Android,Search,257,20,2,17,6,7,38,5325.14,157.86,0,0
U10278,M,45-54,0,323,3,Mobile,Windows,Ads,39,23,4,16,3,12,60,6946.74,121.49,1,0
U10381,F,25-34,0,354,3,PC,iOS,Direct,181,16,8,10,21,18,40,4635.58,112.04,2,0
U10472,F,25-34,0,502,3,Mobile,Android,Ads,135,19,0,12,18,8,13,17252.81,1365.25,0,1
U10362,F,35-44,0,577,1,Mobile,iOS,Search,122,23,22,16,5,4,29,3369.94,132.25,1,0
U10324,F,45-54,0,610,3,PC,Windows,Email,93,8,1,34,6,18,25,8319.1,317.69,2,0
U10431,M,45-54,0,450,0,Mobile,Android,Ads,158,4,0,14,11,9,17,16444.98,1026.03,0,0
U10347,F,18-24,0,297,1,PC,Windows,Social,177,30,5,11,3,2,31,34474.16,1189.51,1,0
U10086,F,18-24,0,306,1,Mobile,iOS,Search,41,3,8,10,1,94,8,985.9,149.58,1,1
U10075,M,45-54,0,254,0,Mobile,macOS,Email,35,4,27,8,0,25,2,1211.02,716.34,1,1
U10438,F,25-34,0,101,0,Mobile,iOS,Email,167,9,1,16,9,2,6,6781.25,1206.27,0,0
U10015,F,18-24,0,344,1,Mobile,macOS,Search,42,1,37,2,1,53,1,214.98,277.97,1,1
U10249,M,55+,1,334,1,Mobile,Android,Direct,52,0,69,8,2,84,8,805.02,85.37,0,1
U10433,M,18-24,0,745,3,Mobile,iOS,Search,122,14,6,20,4,5,7,6640.24,1135.51,1,0
U10019,M,18-24,0,311,1,Mobile,Android,Ads,102,12,46,11,6,14,3,1387.62,461.74,1,1
U10322,M,18-24,0,759,0,Mobile,Windows,Direct,82,25,2,19,16,21,12,5197.32,430.05,0,0
U10332,M,45-54,0,232,4,Tablet,Windows,Ads,180,11,12,22,5,3,14,7934.85,590.06,2,0
U10056,F,45-54,0,157,2,PC,macOS,Email,85,5,44,4,3,18,2,1912.97,1208.6,0,1
U10301,M,25-34,0,796,3,PC,Windows,Direct,142,6,0,17,1,1,53,23038.61,424.11,1,0
U10229,F,<18,0,305,1,Mobile,Android,Ads,37,2,36,2,2,13,2,397.67,184.12,3,0
U10331,F,18-24,0,629,4,Mobile,Android,Search,230,9,2,18,6,25,19,15791.35,915.5,0,0
U10132,M,18-24,0,300,0,PC,Android,Search,103,0,17,3,11,61,0,774.34,759.84,2,1
U10137,F,18-24,0,20,0,PC,macOS,Email,69,2,19,9,10,61,3,108.61,39.52,0,1
U10423,F,35-44,0,828,2,Mobile,Windows,Search,97,10,6,9,3,6,8,11011.45,1594.26,1,0
U10335,F,35-44,0,259,3,Mobile,Windows,Ads,114,17,5,9,8,1,11,8828.46,889.75,0,0
U10025,F,45-54,1,422,0,Mobile,iOS,Search,34,3,39,3,4,37,7,640.1,93.23,0,1
U10464,M,35-44,0,538,2,Mobile,Android,Email,112,5,21,3,8,5,12,20327.66,1682.12,0,0
U10281,F,35-44,1,969,4,Mobile,iOS,Search,56,30,2,14,8,2,21,3288.46,152.31,0,0
U10247,M,18-24,1,295,0,PC,iOS,Social,28,3,27,8,0,38,6,2572.78,457.53,2,1
U10237,M,25-34,0,221,1,Mobile,iOS,Email,25,0,14,1,2,59,7,1291.27,167.27,1,1
U10117,M,45-54,0,171,0,PC,Android,Direct,45,8,15,8,0,27,5,225.71,54.51,1,1
U10042,M,18-24,0,20,2,PC,iOS,Search,49,3,20,3,3,21,10,1074.72,131.37,1,1
U10220,M,25-34,0,188,1,Mobile,Windows,Search,64,5,75,5,15,44,6,1382.06,270.05,0,1
U10176,M,35-44,0,303,1,Tablet,iOS,Social,7,2,76,5,2,61,0,489.29,596.32,0,1
U10320,M,25-34,0,421,0,Mobile,Android,Email,159,30,2,54,26,8,20,6408.06,339.97,1,0
U10153,F,18-24,0,223,4,Mobile,iOS,Search,59,0,60,11,2,45,11,1340.45,111.92,0,1
U10231,F,18-24,0,313,2,Mobile,Windows,Email,92,0,61,4,1,78,4,1482.02,456.65,0,1
U10227,F,35-44,0,312,3,Mobile,Windows,Ads,42,1,20,9,1,44,3,3334.69,1336.64,3,1
U10417,F,25-34,0,572,2,Mobile,iOS,Search,169,9,15,5,14,7,12,9931.2,813.29,0,0
U10203,F,25-34,0,463,2,PC,macOS,Social,23,5,5,3,7,41,7,308.47,35.62,2,1
U10126,F,18-24,0,186,0,Mobile,iOS,Ads,66,1,47,2,1,63,9,81.71,9.47,3,1
U10329,F,18-24,0,385,0,PC,macOS,Direct,148,7,1,13,6,16,18,9000.05,593.2,2,0
U10031,M,35-44,1,308,3,Mobile,Android,Search,47,2,38,1,1,81,0,1288.91,1386.9,0,1
U10113,F,25-34,0,182,2,Mobile,Android,Search,32,1,33,1,1,74,3,654.47,182.06,0,1
U10470,F,<18,0,575,4,Mobile,Android,Search,107,13,5,9,20,21,13,19142.02,1587.02,0,0
U10271,F,<18,1,452,1,PC,Windows,Referral,86,20,6,14,4,9,33,20672.53,724.8,2,0
U10140,M,25-34,0,343,2,Mobile,Android,Ads,13,2,13,8,6,114,16,494.85,29.85,1,1
U10057,M,18-24,1,258,3,Mobile,Android,Search,52,3,29,2,0,13,6,1110.17,194.0,3,1
U10192,M,25-34,0,60,0,Tablet,iOS,Email,37,2,38,2,1,120,2,985.92,528.81,0,1
U10024,F,25-34,0,182,1,Mobile,Windows,Search,15,6,9,2,3,79,2,1224.24,615.74,0,0
U10017,F,25-34,1,309,0,PC,iOS,Ads,108,1,5,2,3,117,1,1192.9,1520.83,1,1
U10265,F,25-34,1,314,3,Mobile,Android,Ads,129,16,6,13,9,0,15,12443.04,796.39,0,0
U10066,F,18-24,1,76,0,PC,iOS,Referral,13,12,24,0,0,17,9,525.46,48.6,1,1
U10208,F,25-34,0,76,1,Mobile,iOS,Search,20,5,33,4,15,86,6,907.6,122.02,0,1
U10479,M,18-24,0,408,1,Tablet,Android,Email,131,13,3,19,2,7,9,9235.14,1105.89,1,0
U10094,F,35-44,0,367,1,PC,macOS,Search,18,4,33,5,3,16,2,768.44,398.4,0,1
U10253,F,35-44,0,307,2,Mobile,macOS,Search,150,28,6,8,11,6,24,9260.45,421.28,0,0
U10266,F,18-24,0,371,0,Mobile,iOS,Email,176,26,5,12,2,3,18,14830.21,959.72,0,0
U10023,F,25-34,1,227,2,PC,Windows,Search,20,2,32,2,2,27,2,1422.22,899.33,1,1
U10222,F,25-34,0,161,1,Mobile,Android,Direct,51,5,48,20,13,31,5,148.76,34.96,1,1
U10261,F,45-54,1,566,0,PC,Android,Ads,71,9,5,2,18,1,10,14241.88,1377.72,0,0
U10426,M,25-34,0,268,2,Tablet,Windows,Search,145,14,11,23,11,19,40,10240.07,289.03,0,0
U10005,F,55+,0,298,1,PC,Windows,Search,33,19,28,5,7,70,10,216.46,18.29,2,1
U10116,F,35-44,0,112,2,Mobile,Android,Search,33,4,41,13,6,24,5,397.2,73.14,0,1
U10045,F,<18,1,318,0,Mobile,Android,Ads,56,5,65,5,10,52,2,558.39,359.58,0,1
U10016,M,18-24,0,20,3,PC,Android,Search,80,4,18,4,4,53,4,849.25,243.71,0,1
U10462,F,25-34,0,673,4,PC,Android,Referral,229,11,1,8,17,17,19,3998.69,249.83,1,0
U10357,F,25-34,1,834,2,Mobile,macOS,Ads,110,6,5,20,5,3,33,9725.42,272.67,0,0
U10003,M,25-34,0,212,2,Mobile,iOS,Direct,41,1,31,12,3,39,3,1085.76,330.94,0,1
U10218,M,<18,0,507,2,Mobile,Windows,Search,56,3,62,9,0,49,2,441.22,197.99,2,0
U10405,M,35-44,0,453,3,Mobile,Windows,Search,194,13,6,14,8,1,26,9031.7,356.23,2,0
U10060,F,35-44,0,309,1,PC,iOS,Direct,113,0,8,2,0,34,5,823.49,176.88,0,1
U10110,F,25-34,0,314,0,Mobile,Windows,Direct,36,3,7,2,8,40,3,1454.71,554.03,0,1
U10318,F,25-34,0,748,3,Tablet,Windows,Email,45,15,1,30,3,5,15,20455.99,1394.77,0,0
U10428,F,25-34,0,545,2,PC,macOS,Ads,178,25,0,22,8,22,35,4935.37,134.87,0,0
U10029,M,35-44,0,51,0,Mobile,Windows,Search,31,13,59,3,16,49,4,743.58,152.11,0,1
U10437,F,25-34,0,495,1,Mobile,Android,Social,183,28,2,25,18,5,12,10763.71,836.8,0,0
U10471,F,35-44,0,599,0,Mobile,Android,Ads,75,8,11,17,4,8,8,5645.65,714.5,1,0
U10026,M,25-34,0,60,3,Mobile,Android,Ads,32,0,60,7,14,36,1,880.39,1090.26,0,1
U10007,F,25-34,0,272,2,Mobile,iOS,Ads,19,4,38,2,11,61,1,1451.64,1632.83,2,1
U10453,F,<18,1,602,3,Mobile,Windows,Referral,60,15,11,28,10,7,22,6699.51,306.97,0,0
U10108,M,25-34,0,287,1,PC,macOS,Email,36,12,67,2,3,29,2,790.72,436.23,1,1
U10037,M,25-34,0,424,1,PC,Windows,Search,31,4,55,3,4,52,5,485.74,86.77,1,1
U10157,F,25-34,0,264,1,Mobile,Windows,Search,37,8,26,11,0,55,2,317.17,160.69,1,1
U10489,F,25-34,0,484,2,PC,Windows,Search,84,16,1,36,12,5,24,9273.21,407.36,0,0
U10118,F,18-24,0,136,1,PC,Windows,Search,75,4,10,7,2,57,5,1423.51,369.77,0,1
U10114,F,35-44,0,243,1,PC,Android,Social,41,4,58,2,1,45,4,871.35,216.68,0,1
U10175,M,25-34,0,342,2,Mobile,Windows,Direct,40,3,42,12,8,106,5,82.39,14.71,0,1
U10373,F,35-44,1,902,2,PC,macOS,Search,107,16,1,9,10,3,15,4750.17,369.36,0,0
U10181,F,45-54,0,327,0,Mobile,Windows,Direct,53,9,52,3,8,85,2,2389.97,990.92,0,1
U10144,F,25-34,0,255,0,Mobile,iOS,Social,27,1,17,11,7,51,1,852.87,941.2,0,0
U10369,F,25-34,0,564,1,Mobile,Android,Direct,121,18,8,15,4,13,25,14997.11,696.24,0,0
U10390,F,25-34,0,557,0,Mobile,iOS,Ads,123,16,2,7,10,6,15,13792.88,935.05,0,0
U10195,M,25-34,0,20,2,Mobile,Windows,Direct,40,1,8,0,1,68,3,1199.66,340.28,2,1
U10404,M,35-44,0,471,3,Tablet,Android,Ads,101,11,13,30,13,17,10,5102.77,538.08,0,0
U10275,F,<18,0,708,1,PC,macOS,Social,66,10,7,4,16,39,25,19018.36,722.07,0,0
U10454,M,<18,0,399,2,Mobile,Android,Ads,252,8,18,8,8,11,23,6975.08,347.62,0,0
U10141,F,18-24,1,361,2,Mobile,Windows,Ads,46,1,20,8,4,107,11,156.17,12.96,1,1
U10365,F,45-54,0,630,2,PC,Windows,Direct,83,22,1,5,16,5,17,29612.47,1586.04,0,0
U10067,F,25-34,0,556,2,Mobile,Windows,Ads,17,3,47,8,0,42,3,757.19,327.91,3,1
U10210,M,25-34,1,215,3,PC,Windows,Search,22,4,20,7,5,58,1,1005.02,1155.95,1,1
U10168,F,18-24,0,188,1,Mobile,Android,Social,16,1,33,3,2,37,5,471.3,84.46,0,1
U10493,M,18-24,0,1021,3,Mobile,macOS,Search,156,18,3,17,13,6,35,12739.11,362.45,0,0
U10375,M,35-44,0,355,3,PC,iOS,Direct,141,13,2,21,17,37,17,3895.44,206.63,0,0
U10400,M,25-34,1,515,1,Tablet,iOS,Search,74,5,11,20,4,3,29,15328.33,537.41,0,1
U10272,M,25-34,0,427,1,Mobile,Windows,Ads,108,7,10,13,8,4,21,18090.99,853.69,0,0
U10109,M,55+,0,164,3,Mobile,iOS,Social,44,0,19,4,6,120,5,1391.26,310.29,0,1
U10248,M,25-34,0,137,4,PC,Android,Email,12,12,30,2,4,30,7,423.37,67.07,1,1
U10145,M,18-24,0,246,2,Mobile,Linux,Social,38,0,15,1,7,53,1,1226.07,1428.52,1,1
U10092,M,25-34,0,81,0,Mobile,macOS,Ads,10,5,14,7,0,58,1,277.22,249.39,2,1
U10152,M,18-24,0,185,1,Mobile,Android,Direct,29,3,14,13,11,52,1,573.01,494.78,0,1
U10367,F,18-24,1,575,2,PC,Windows,Social,87,16,1,14,14,4,16,22786.43,1499.58,0,0
U10467,F,25-34,0,1110,1,PC,Android,Ads,139,12,4,25,10,11,28,15047.07,539.52,1,0
U10083,F,35-44,0,219,0,Mobile,macOS,Search,12,9,67,0,1,21,2,412.37,167.79,0,1
U10245,M,35-44,0,49,4,Mobile,Android,Search,31,0,31,7,1,70,4,1362.85,294.89,1,1
U10165,M,18-24,0,101,2,Mobile,Windows,Search,68,2,34,16,3,46,2,1485.73,912.81,0,1
U10163,F,35-44,0,289,1,PC,iOS,Search,22,9,41,4,3,10,25,721.61,31.68,0,1
U10199,M,45-54,0,87,2,Tablet,Windows,Referral,49,3,21,1,2,27,5,377.75,66.74,3,1
U10228,M,25-34,0,147,2,Mobile,Windows,Direct,38,0,50,8,1,23,2,341.88,169.78,0,1
U10074,F,18-24,1,560,3,Mobile,Android,Direct,71,3,64,4,5,63,3,368.47,138.25,1,1
U10478,F,25-34,0,537,3,PC,Windows,Search,212,16,15,13,5,5,13,13021.01,950.63,1,0
U10358,F,35-44,1,1077,3,PC,Android,Direct,92,4,4,25,4,1,13,8672.44,704.94,0,0
U10250,F,35-44,0,232,2,Mobile,iOS,Search,117,5,13,10,38,9,41,5273.08,120.1,2,0
U10119,M,25-34,0,323,0,Mobile,iOS,Social,62,0,45,11,4,82,5,1706.34,402.14,0,1
U10310,F,35-44,0,194,2,Mobile,Android,Social,133,14,3,20,18,8,16,9675.31,572.81,0,0
U10299,F,45-54,0,100,2,Tablet,Android,Social,35,18,16,10,1,2,33,11337.01,411.55,0,0
U10255,F,25-34,0,719,2,Tablet,macOS,Email,60,4,5,19,9,48,19,11164.88,608.87,0,0
U10354,F,35-44,0,449,4,Mobile,iOS,Search,110,14,2,9,28,16,7,5274.86,795.5,0,0
U10399,F,<18,0,688,1,Mobile,Linux,Direct,118,27,5,19,7,1,19,15136.87,758.66,0,0
U10225,F,55+,0,325,0,Mobile,macOS,Search,26,7,14,2,3,80,6,1119.3,160.16,0,1
U10353,M,18-24,0,390,3,PC,Windows,Ads,129,26,4,10,29,10,13,9324.78,731.12,0,0
U10234,M,35-44,0,341,3,Mobile,Windows,Direct,18,1,26,10,1,40,0,698.93,615.4,1,1
U10382,M,35-44,0,493,3,Mobile,iOS,Direct,183,3,3,18,3,12,20,7723.7,432.91,0,0
U10274,M,25-34,0,575,1,Mobile,iOS,Direct,194,14,7,12,14,4,25,7688.23,358.02,0,0
U10036,M,35-44,0,218,1,Mobile,iOS,Direct,35,4,52,4,6,34,10,577.57,67.51,0,1
U10196,F,35-44,0,224,1,Mobile,Windows,Email,66,2,23,10,3,90,5,179.46,41.91,1,1
U10139,F,18-24,0,20,1,Mobile,Windows,Social,19,1,41,1,0,44,2,239.49,149.42,0,1
U10364,F,45-54,1,180,1,Mobile,macOS,Email,128,14,3,33,8,6,17,4903.73,328.71,0,1
U10244,M,25-34,1,170,0,PC,macOS,Email,71,4,28,1,2,108,12,619.11,58.39,1,1
U10439,M,25-34,0,910,3,Mobile,Android,Ads,74,8,6,7,3,4,45,12434.29,254.01,0,0
U10286,M,25-34,0,379,2,Mobile,iOS,Social,127,23,11,31,3,17,19,18009.16,905.23,1,0
U10059,M,18-24,0,310,1,PC,Android,Direct,33,0,45,3,3,39,2,652.94,344.33,3,1
U10111,M,25-34,0,290,1,Mobile,macOS,Direct,44,5,29,5,2,28,5,646.89,159.06,1,1
U10089,M,18-24,0,130,1,Mobile,iOS,Direct,18,2,6,4,3,10,4,976.13,282.34,2,1
U10436,F,25-34,0,514,0,Mobile,Windows,Search,118,13,3,31,15,7,14,7323.92,577.52,0,0
U10006,M,18-24,0,454,0,Mobile,Windows,Social,55,1,72,2,2,72,1,166.79,208.26,2,1
U10360,M,18-24,0,670,2,PC,Android,Ads,153,30,6,11,15,6,27,5985.28,231.97,2,0
U10346,M,25-34,1,698,0,Mobile,Android,Ads,102,12,8,12,4,8,15,7860.7,609.13,1,0
U10338,M,25-34,0,439,4,Mobile,macOS,Ads,219,3,13,17,15,13,21,9281.43,422.71,1,0
U10158,M,18-24,0,71,1,Mobile,iOS,Search,34,8,45,19,0,25,8,1069.69,121.72,0,0
U10150,F,45-54,0,428,1,Tablet,Windows,Ads,43,2,91,2,1,34,3,246.45,67.71,2,1
U10177,M,25-34,0,264,0,PC,Windows,Ads,19,3,21,2,2,13,7,423.96,77.71,3,1
U10393,F,<18,0,635,4,PC,Windows,Direct,65,30,1,22,4,9,31,3428.4,108.24,0,0
U10184,F,25-34,0,345,0,PC,iOS,Direct,32,4,25,5,1,35,5,592.29,95.39,1,1
U10449,M,25-34,1,678,2,PC,Linux,Direct,189,24,4,12,12,10,36,11144.08,368.46,2,0
U10010,F,45-54,0,422,2,Mobile,iOS,Ads,32,1,27,19,0,35,8,451.63,47.57,0,1
U10380,M,45-54,0,577,3,Mobile,Android,Search,97,9,7,29,4,9,20,9436.1,463.54,1,0
U10103,M,25-34,1,300,3,Mobile,Android,Social,32,6,47,8,0,38,6,865.88,167.29,2,1
U10081,M,25-34,0,143,1,Mobile,Windows,Search,26,4,41,4,2,77,5,291.62,58.97,0,1
U10038,M,18-24,1,186,3,Tablet,Linux,Search,75,1,22,7,9,113,2,607.29,373.81,2,1
U10314,M,25-34,0,537,0,Mobile,Windows,Email,154,11,6,32,4,25,18,5682.35,314.07,2,1
U10167,F,18-24,0,210,0,PC,iOS,Search,36,9,44,3,2,39,3,977.87,322.22,0,1
U10469,F,<18,0,820,4,PC,Linux,Search,201,9,12,17,10,3,17,9351.47,565.87,1,0
U10296,M,35-44,0,326,1,Tablet,iOS,Direct,191,3,0,12,8,17,42,19398.6,460.56,0,0
U10474,F,18-24,0,524,2,PC,Windows,Direct,55,11,0,9,6,7,12,2550.53,229.69,0,0
U10198,F,18-24,0,185,1,Tablet,Windows,Search,20,7,32,2,1,29,8,355.01,41.1,2,1
